"SNO","name","symbol","date","daily_high","daily_low","open_price","close_price","volume","marketcap","daily_percent_change","liquidity_ratio","true_range","average_true_range","volatility_ratio","daily_percent_change_min_max"
"1","Ethereum","ETH","2015-08-08","2.7988100051879883","0.7147250175476074","2.793760061264038","0.7533249855041504","674188","45486894.2408","-270.8572150164859","0.014821587871683691","2.084084987640381","2.084084987640381","1","74.46325344618734"
"2","Ethereum","ETH","2015-08-09","0.8798099756240845","0.629190981388092","0.7061359882354736","0.7018970251083374","532170","42399573.4991","-0.6039294904379954","0.012551305498657815","0.25061899423599243","1.1673519909381866","0.21469016730298543","28.485582248396117"
"3","Ethereum","ETH","2015-08-10","0.7298539876937866","0.6365460157394409","0.7139890193939209","0.7084479928016663","405283","42818364.3945","-0.7821359716669954","0.009465167708555874","0.0933079719543457","0.809337317943573","0.11528934831700315","12.784471076082337"
"4","Ethereum","ETH","2015-08-11","1.131410002708435","0.6632350087165833","0.7080870270729065","1.0678600072860718","1463100","64569288.4328","33.69102483082174","0.022659379335157305","0.4681749939918518","0.7240467369556427","0.6466088031283175","41.37978211887002"
"5","Ethereum","ETH","2015-08-12","1.2899399995803833","0.8836079835891724","1.058750033378601","1.2174400091171265","2150620","73645010.9863","13.034726520414386","0.0292025212733022","0.40633201599121094","0.6605037927627564","0.6151849852240888","31.50007102062038"
"6","Ethereum","ETH","2015-08-13","1.9650700092315674","1.1719900369644165","1.2222399711608887","1.8276699781417847","4068680","110607191.674","33.12578387901542","0.03678494986105328","0.7930799722671509","0.6825998226801554","1.161852004521781","40.358866022146536"
"7","Ethereum","ETH","2015-08-14","2.2618799209594727","1.7547500133514404","1.810920000076294","1.8278700113296509","4637030","110672321.811","0.9273094447797716","0.04189873243934342","0.5071299076080322","0.6575326919555664","0.7712618913285945","22.42072635725558"
"8","Ethereum","ETH","2015-08-15","1.8772399425506592","1.5709799528121948","1.8028899431228638","1.6888999938964844","2554360","102303608.467","-6.749360509108157","0.024968425242047627","0.30625998973846436","0.6136236041784286","0.4991007315445618","16.314376377605743"
"9","Ethereum","ETH","2015-08-16","1.6952400207519531","1.0898100137710571","1.6843500137329102","1.5660300254821777","3550790","94901005.3503","-7.555409942686247","0.03741572585973427","0.605430006980896","0.6127132044898139","0.9881132029544191","35.713527262785306"
"10","Ethereum","ETH","2015-08-17","1.5811899900436401","1.1853400468826294","1.5811899900436401","1.2036099433898926","1942830","87295366.5007","-31.370632049642","0.022255820416131947","0.39584994316101074","0.5910268783569336","0.669766397530822","25.03493860026811"
"11","Ethereum","ETH","2015-08-18","1.3311599493026733","1.087049961090088","1.2152999639511108","1.087049961090088","1485680","78868413.078","-11.797986058746972","0.018837452688830938","0.24410998821258545","0.559488979252902","0.4363088412189118","18.33814098301727"
"12","Ethereum","ETH","2015-08-19","1.3179899454116821","1.1669299602508545","1.1669299602508545","1.2588599920272827","1486240","91366391.4393","7.302641465980902","0.01626681295591493","0.15105998516082764","0.5254532297452291","0.28748512067205384","11.461391316884677"
"13","Ethereum","ETH","2015-08-20","1.5333000421524048","1.248329997062683","1.2511800527572632","1.4649200439453125","2843760","106351420.178","14.590556806937139","0.026739276215027582","0.2849700450897217","0.506954523233267","0.562121515895021","18.585406460283433"
"14","Ethereum","ETH","2015-08-21","1.5564199686050415","1.3528000116348267","1.4775199890136719","1.3952900171279907","2020970","101331855.597","-5.893396417680967","0.01994407373765523","0.20361995697021484","0.48528776850019184","0.41958600687487624","13.082584461616195"
